time stamp,face id,anger,contempt,disgust,fear,joy,sadness,surprise,sentimentality,confusion,neutral,engagement,valence,attention,inner brow raise,brow raise,brow furrow,eye widen,cheek raise,lid tighten,nose wrinkle,upper lip raise,dimpler,lip corner depressor,chin raise,lip pucker,lip stretch,lip press,mouth open,jaw drop,lip suck,eye closure,smile,smirk,blink,blink rate,pitch,yaw,roll,brightness,interocular distance,topleft_x,topleft_y,bottomright_x,bottomright_y,outer_right_eye_X,outer_right_eye_Y,outer_left_eye_X,outer_left_eye_Y,nose_top_X,nose_top_Y,chin_top_X,chin_top_Y
5.737,0,0.02,0.02,0.02,13.16,0.02,0.30,15.48,11.66,0.20,69.05,76.70,0.00,97.54,40.91,96.50,0.00,1.71,0.01,0.20,0.01,0.00,0.00,11.66,0.00,0.00,0.00,0.00,6.58,0.14,0.00,0.00,0.00,0.00,0.00,,8.60,-3.59,-0.63,73.24,76.61,297.65,241.83,411.94,365.04,394.11,270.67,317.57,267.25,352.13,292.93,352.70,365.04,
5.809,0,0.02,0.02,0.02,10.83,0.02,0.20,12.09,14.98,0.07,75.82,82.73,0.00,97.95,28.66,97.85,0.00,5.76,0.01,0.07,0.02,0.01,0.00,14.98,0.01,0.00,0.00,0.00,5.55,0.12,0.00,0.00,0.00,0.00,0.00,,6.01,-2.66,-0.70,73.46,76.48,296.37,241.99,410.83,364.82,392.86,270.90,316.49,266.82,351.52,294.32,351.45,364.82,
5.876,0,0.03,0.02,0.02,6.51,0.02,0.17,6.63,14.63,0.04,86.74,89.76,0.00,97.51,14.63,97.20,0.01,4.62,0.01,0.04,0.02,0.01,0.00,23.15,0.00,0.00,0.00,0.00,4.51,0.06,0.00,0.00,0.00,0.00,0.00,,4.71,-3.66,-1.23,73.35,75.66,296.57,242.53,409.90,364.32,392.41,270.66,316.84,266.93,350.60,294.89,350.46,364.32,
5.950,0,0.03,0.02,0.02,5.38,0.02,0.18,5.38,10.81,0.03,89.24,92.19,0.00,96.78,10.81,96.48,0.00,3.85,0.01,0.03,0.02,0.01,0.00,27.57,0.00,0.00,0.00,0.00,3.47,0.05,0.00,0.00,0.00,0.00,0.00,,4.58,-4.99,-1.60,73.50,76.58,296.42,242.98,409.16,364.06,392.67,271.13,316.19,267.13,349.32,295.09,349.51,364.06,
6.017,0,0.03,0.02,0.02,3.98,0.02,0.18,3.85,6.48,0.04,92.03,92.11,0.00,97.68,6.48,93.93,0.00,2.34,0.01,0.04,0.03,0.02,0.00,29.99,0.00,0.00,0.00,0.00,2.22,0.05,0.00,0.00,0.00,0.00,0.00,,5.19,-3.31,-1.14,73.49,75.76,296.33,242.73,409.36,364.05,392.00,271.15,316.36,267.02,350.41,294.75,350.18,364.05,
6.093,0,0.03,0.02,0.02,3.54,0.02,0.19,3.33,5.17,0.04,92.91,92.27,0.00,97.71,5.17,92.31,0.00,1.63,0.02,0.03,0.04,0.02,0.00,31.88,0.00,0.00,0.00,0.00,2.44,0.04,0.00,0.00,0.00,0.00,0.00,,5.11,-3.23,-1.07,73.45,75.66,296.24,242.69,409.37,364.15,391.87,271.02,316.32,267.06,350.42,294.79,350.23,364.15,
6.162,0,0.03,0.02,0.02,3.31,0.02,0.28,3.06,4.29,0.04,93.39,95.45,-0.06,97.63,4.29,91.24,0.00,1.46,0.02,0.04,0.03,0.02,0.00,39.96,0.01,0.00,0.00,0.00,2.41,0.04,0.00,0.00,0.00,0.00,0.00,,5.52,-3.42,-1.25,73.49,75.65,296.37,242.83,409.22,364.09,391.96,271.14,316.42,267.16,350.30,294.61,350.00,364.09,
6.229,0,0.03,0.02,0.02,3.29,0.02,0.24,3.04,3.21,0.04,93.42,94.99,0.00,97.58,3.21,92.08,0.00,1.54,0.02,0.04,0.02,0.02,0.00,37.88,0.01,0.00,0.00,0.00,2.41,0.04,0.00,0.00,0.00,0.00,0.00,,5.33,-3.51,-1.02,73.56,75.99,296.36,242.73,409.47,364.09,392.12,271.22,316.24,267.10,350.34,294.72,350.38,364.09,
6.310,0,0.03,0.02,0.02,3.08,0.02,0.20,2.83,3.54,0.03,93.84,92.25,0.00,97.37,3.54,90.44,0.00,1.15,0.02,0.03,0.02,0.01,0.00,33.71,0.01,0.00,0.00,0.00,1.96,0.03,0.00,0.00,0.00,0.00,0.00,,5.48,-3.94,-1.10,73.57,76.18,297.06,242.90,409.71,363.86,392.75,271.14,316.67,267.28,350.55,294.61,350.74,363.86,
6.393,0,0.03,0.02,0.02,3.15,0.02,0.20,2.92,4.33,0.02,93.69,91.88,0.00,97.76,4.33,90.20,0.00,1.34,0.02,0.02,0.02,0.00,0.00,33.33,0.01,0.00,0.00,0.00,1.89,0.03,0.00,0.00,0.00,0.00,0.00,,6.42,-3.11,-0.99,73.58,76.10,297.26,242.75,409.49,363.43,392.63,270.84,316.62,267.32,351.04,293.89,350.88,363.43,
6.461,0,0.03,0.02,0.02,3.29,0.02,0.27,3.05,5.76,0.02,93.43,93.39,0.00,97.68,5.76,89.32,0.00,1.83,0.01,0.02,0.02,0.00,0.00,36.96,0.01,0.00,0.00,0.00,2.12,0.03,0.00,0.00,0.00,0.00,0.00,,6.95,-3.29,-0.85,73.46,76.17,297.55,242.71,409.57,363.27,392.78,270.62,316.67,267.48,351.11,293.52,351.23,363.27,
6.528,0,0.03,0.02,0.02,3.27,0.02,0.41,3.02,8.16,0.02,93.47,94.79,-1.76,97.73,8.16,87.12,0.00,1.46,0.01,0.02,0.02,0.01,0.00,42.32,0.03,0.00,0.00,0.00,2.19,0.03,0.00,0.00,0.00,0.00,0.00,,6.61,-3.18,-0.87,73.49,76.20,297.42,242.67,409.55,363.15,392.72,270.86,316.60,267.24,351.10,293.68,351.13,363.15,
6.670,0,0.03,0.02,0.02,3.71,0.02,0.53,3.49,8.85,0.01,92.58,96.81,-3.53,97.85,8.85,88.81,0.00,2.60,0.01,0.01,0.01,0.01,0.00,46.99,0.05,0.00,0.00,0.00,2.53,0.03,0.00,0.00,0.00,0.00,0.00,,7.15,-2.90,-0.90,73.37,76.23,297.70,242.94,409.42,363.16,392.83,270.88,316.67,267.63,351.34,293.54,351.18,363.16,
6.741,0,0.03,0.02,0.02,2.78,0.02,0.50,2.42,6.73,0.02,94.44,94.97,-2.81,98.11,6.73,83.57,0.00,0.95,0.01,0.02,0.01,0.00,0.00,46.31,0.03,0.00,0.00,0.00,3.20,0.04,0.00,0.00,0.00,0.00,0.00,,7.09,-2.24,-1.02,72.97,74.54,298.50,242.77,409.53,362.42,392.48,270.42,318.01,267.23,352.25,293.07,351.57,362.42,
6.826,0,0.03,0.02,0.03,2.92,0.02,0.79,2.44,5.04,0.02,94.16,98.06,-6.01,97.99,5.04,85.40,0.00,0.99,0.01,0.02,0.01,0.00,0.00,56.77,0.02,0.00,0.00,0.00,5.43,0.04,0.00,0.00,0.00,0.00,0.00,,6.12,-2.56,-0.95,73.34,75.72,298.29,243.32,409.01,362.14,392.67,271.17,317.04,267.48,351.66,293.90,351.24,362.14,
6.972,0,0.04,0.03,0.03,2.02,0.02,1.03,1.54,5.72,0.03,95.95,95.56,-6.47,98.07,5.72,73.89,0.00,0.51,0.01,0.03,0.02,0.00,0.00,57.63,0.02,0.00,0.00,0.00,5.68,0.06,0.00,0.00,0.00,0.00,0.00,,6.61,-2.37,-0.82,73.01,74.95,298.75,243.27,409.79,362.80,392.83,270.81,317.94,267.78,352.41,293.80,352.03,362.80,
7.047,0,0.03,0.03,0.03,2.76,0.02,0.86,2.23,7.49,0.02,94.48,96.94,-6.02,98.15,7.49,81.20,0.00,0.53,0.01,0.02,0.01,0.00,0.00,55.14,0.04,0.00,0.00,0.00,6.38,0.05,0.00,0.00,0.00,0.00,0.00,,5.06,-2.15,-0.85,73.53,76.72,298.50,244.30,408.97,362.63,393.22,271.84,316.57,268.44,351.96,295.25,351.41,362.63,
7.115,0,0.03,0.03,0.03,2.85,0.02,1.02,2.29,9.38,0.01,94.31,96.98,-6.88,97.74,9.38,80.12,0.00,0.35,0.00,0.01,0.01,0.01,0.00,56.37,0.04,0.00,0.00,0.00,6.95,0.04,0.00,0.00,0.00,0.00,0.00,,4.51,-3.17,-1.30,73.57,76.82,298.87,244.86,408.51,362.25,393.50,272.18,316.76,268.66,351.31,295.63,350.80,362.25,
7.189,0,0.03,0.03,0.03,2.55,0.02,0.90,2.05,7.29,0.02,94.91,96.61,-6.11,97.89,7.29,79.49,0.00,0.34,0.01,0.02,0.02,0.01,0.00,55.53,0.04,0.00,0.00,0.00,5.81,0.04,0.00,0.01,0.00,0.00,0.00,,6.47,-2.81,-0.87,73.61,76.77,298.85,244.73,408.55,362.47,393.24,272.12,316.53,269.01,351.52,294.71,351.33,362.47,
7.257,0,0.03,0.02,0.03,2.64,0.02,1.03,2.19,5.72,0.04,94.72,98.22,-7.44,97.79,5.72,82.83,0.00,0.28,0.01,0.03,0.04,0.01,0.00,60.39,0.05,0.00,0.00,0.00,4.81,0.03,0.00,0.01,0.00,0.00,0.00,,6.61,-3.06,-0.79,73.50,75.88,298.77,244.65,408.59,362.70,392.72,271.89,316.89,269.03,351.37,294.62,351.43,362.70,
7.332,0,0.03,0.03,0.03,2.28,0.02,0.77,1.88,4.61,0.05,95.45,96.63,-5.32,97.61,4.61,80.14,0.00,0.25,0.01,0.05,0.04,0.01,0.00,54.97,0.06,0.00,0.00,0.00,3.62,0.03,0.00,0.01,0.00,0.00,0.00,,6.62,-3.45,-1.10,73.39,76.02,298.67,244.64,408.59,362.69,392.92,271.98,316.96,269.07,351.10,294.66,351.00,362.69,
7.472,0,0.04,0.03,0.03,1.71,0.02,0.75,1.27,6.54,0.10,96.59,88.11,-3.83,97.85,6.54,68.93,0.00,0.07,0.00,0.10,0.06,0.01,0.00,49.33,0.04,0.00,0.00,0.00,4.74,0.03,0.00,80.66,0.00,0.00,0.00,,10.76,-2.90,-1.51,73.68,76.19,299.32,245.22,408.16,362.60,393.34,273.34,317.24,269.64,351.56,292.98,350.64,362.60,
7.614,0,0.05,0.06,0.02,0.91,0.02,5.72,0.64,13.86,0.10,88.56,89.02,-14.35,97.63,13.86,44.79,0.00,0.06,0.01,0.04,0.10,0.01,0.00,74.59,0.60,0.00,0.00,0.00,1.07,0.02,0.00,0.00,0.00,0.00,0.00,,3.02,-3.41,-1.39,73.11,75.95,300.07,245.67,408.76,361.77,393.82,272.88,317.97,268.80,351.93,296.60,351.45,361.77,
7.688,0,0.08,0.09,0.04,0.51,0.02,25.73,0.31,12.05,0.18,49.27,93.06,-26.56,97.26,12.05,29.33,0.00,0.14,0.01,0.01,0.18,0.05,0.00,96.30,22.92,0.01,0.00,0.02,0.21,0.02,0.00,0.00,0.00,0.01,0.00,,2.54,-4.15,-1.36,72.99,76.19,299.95,245.82,408.00,361.10,393.50,272.85,317.42,268.79,351.03,296.65,351.01,361.10,
7.767,0,0.20,0.13,0.55,0.31,0.02,67.25,0.17,11.23,0.26,7.75,84.72,-45.86,96.48,11.23,14.82,0.00,0.70,0.02,0.00,0.26,0.50,0.00,99.82,98.62,0.02,0.00,3.89,0.03,0.01,0.00,0.00,0.00,0.03,0.00,,2.98,-5.45,-2.02,72.29,75.90,301.21,245.94,408.14,359.75,394.46,272.83,318.65,268.96,350.98,296.05,350.92,359.75,
7.849,0,0.24,0.15,0.58,0.25,0.02,67.84,0.13,9.53,0.23,7.16,79.07,-45.94,96.88,9.53,9.89,0.00,1.06,0.03,0.00,0.23,0.70,0.00,99.99,99.25,0.02,0.00,5.11,0.00,0.01,0.00,0.00,0.00,0.03,0.00,,4.23,-4.82,-2.82,71.69,76.13,299.60,245.37,407.60,360.49,393.93,273.24,317.97,268.30,350.33,295.45,348.91,360.49,
7.982,0,0.62,0.17,0.60,0.21,0.02,68.56,0.10,8.16,0.05,6.44,76.70,-58.29,96.30,8.16,5.13,0.00,1.89,0.12,0.00,0.05,0.63,0.00,100.00,99.86,0.05,0.02,60.27,0.00,0.01,0.00,0.00,0.00,0.11,0.00,,5.04,-5.71,-2.12,72.18,75.38,300.01,245.71,407.73,360.50,393.46,272.74,318.14,269.65,350.05,295.39,350.02,360.50,
8.059,0,0.53,0.16,0.60,0.23,0.02,65.19,0.11,6.07,0.07,9.81,76.59,-54.79,96.17,6.07,8.09,0.00,3.14,0.14,0.00,0.03,0.18,0.00,99.99,99.38,0.07,0.05,47.68,0.00,0.02,0.01,0.00,0.00,0.26,0.00,,3.16,-5.89,-2.40,72.21,77.35,299.63,244.92,407.94,360.17,394.53,272.62,317.33,267.93,349.77,295.57,349.49,360.17,
8.204,0,0.80,0.15,0.59,0.27,0.02,62.84,0.14,6.07,0.11,12.16,84.09,-63.29,96.23,6.07,14.06,0.00,2.23,0.19,0.00,0.05,0.02,0.01,99.99,99.26,0.11,0.46,84.95,0.01,0.05,0.20,0.00,0.01,1.10,0.00,,5.46,-5.80,-3.62,72.81,75.25,300.23,243.91,408.28,358.71,394.62,271.91,319.49,267.58,350.47,293.55,348.66,358.71,
8.272,0,0.59,0.13,0.60,0.34,0.02,58.11,0.18,4.64,0.15,16.89,90.67,-59.70,96.30,4.64,21.66,0.00,2.34,0.17,0.00,0.06,0.04,0.01,99.98,98.95,0.15,0.71,71.10,0.01,0.07,0.38,0.00,0.03,1.61,0.00,,6.12,-5.70,-2.97,72.72,75.33,300.85,243.56,408.20,357.96,394.55,271.29,319.34,267.11,350.76,292.60,349.67,357.96,
8.406,0,0.23,0.16,0.59,0.22,0.02,60.67,0.11,3.92,0.14,14.33,81.86,-43.53,96.99,3.92,12.18,0.00,0.44,0.10,0.01,0.05,0.01,0.00,99.90,98.20,0.14,0.39,2.23,0.03,0.10,0.67,0.00,0.06,1.03,0.00,,5.54,-4.63,-3.30,71.55,74.43,299.99,242.91,408.71,359.06,394.05,270.98,319.78,266.25,351.28,292.79,349.21,359.06,
8.538,0,0.17,0.17,0.16,0.19,0.02,44.17,0.09,3.65,0.08,30.83,75.61,-33.92,97.21,3.65,7.69,0.00,0.24,0.10,0.03,0.03,0.02,0.00,99.72,58.90,0.08,0.05,0.24,0.07,0.13,0.65,0.00,0.07,0.54,0.00,,7.25,-4.25,-2.10,71.46,76.05,298.71,243.04,408.56,360.63,393.54,270.85,317.56,267.61,350.67,292.78,349.81,360.63,
8.616,0,0.16,0.16,0.13,0.22,0.02,43.84,0.11,6.34,0.04,31.16,77.42,-33.22,97.28,6.34,9.12,0.00,0.41,0.10,0.02,0.04,0.02,0.00,99.55,53.32,0.03,0.02,0.16,0.08,0.14,0.55,0.00,0.04,0.31,0.00,,4.61,-4.12,-1.87,71.63,76.44,299.01,244.28,408.70,361.49,393.82,271.77,317.46,268.21,350.94,295.03,350.28,361.49,
8.695,0,0.13,0.13,0.11,0.33,0.02,42.95,0.18,9.67,0.06,32.05,86.28,-33.40,97.39,9.67,17.00,0.00,1.33,0.11,0.02,0.06,0.02,0.00,99.21,51.29,0.03,0.01,0.08,0.10,0.16,0.47,0.00,0.03,0.18,0.00,,3.68,-3.90,-1.86,71.84,75.28,298.72,245.01,408.41,361.94,392.94,271.90,317.69,269.40,350.82,296.20,350.06,361.94,
8.772,0,0.12,0.10,0.11,0.42,0.02,37.31,0.24,8.73,0.04,37.69,91.71,-32.82,97.47,8.73,25.05,0.00,1.50,0.08,0.01,0.04,0.01,0.00,98.21,51.01,0.01,0.01,0.23,0.17,0.11,0.31,0.00,0.02,0.19,0.00,,3.91,-3.74,-1.61,72.61,77.12,299.10,245.71,409.04,362.76,394.26,272.76,317.17,270.27,351.35,296.93,350.79,362.76,
8.932,0,0.07,0.05,0.09,1.21,0.02,25.36,0.92,12.55,0.02,49.64,98.84,-31.28,97.66,12.55,53.18,0.00,1.80,0.04,0.00,0.02,0.01,0.00,95.45,44.65,0.01,0.00,0.09,0.21,0.08,0.11,0.00,0.01,0.20,0.00,,2.90,-3.35,-1.58,72.73,77.31,300.68,245.78,409.60,361.80,395.38,272.84,318.15,269.42,352.65,296.91,351.90,361.80,
9.073,0,0.04,0.04,0.03,2.08,0.02,15.17,1.82,16.20,0.06,69.66,99.61,-25.07,97.79,16.20,67.13,0.00,0.93,0.03,0.01,0.06,0.01,0.00,95.10,14.43,0.00,0.00,0.00,0.13,0.05,0.04,0.00,0.01,0.05,0.00,,3.53,-3.05,-1.30,72.38,77.32,300.92,245.58,409.85,361.59,395.48,272.38,318.20,269.74,353.06,296.48,352.48,361.59,
9.141,0,0.04,0.04,0.03,1.46,0.02,16.55,1.17,14.29,0.10,66.89,99.29,-24.92,97.55,14.29,58.67,0.00,0.48,0.04,0.02,0.10,0.02,0.00,96.13,14.11,0.00,0.00,0.01,0.11,0.03,0.02,0.00,0.01,0.04,0.00,,4.21,-3.59,-1.34,72.22,76.67,301.12,245.60,409.96,361.72,395.32,272.47,318.70,269.72,352.92,296.17,352.61,361.72,
9.218,0,0.05,0.06,0.03,0.81,0.02,14.72,0.56,9.62,0.14,70.56,97.96,-22.27,97.64,9.62,45.93,0.00,0.22,0.05,0.05,0.14,0.03,0.00,95.60,7.93,0.00,0.00,0.01,0.08,0.02,0.01,0.00,0.01,0.01,0.00,,4.44,-3.38,-1.31,72.20,76.77,300.96,245.48,409.98,361.87,395.28,272.43,318.57,269.65,352.96,296.04,352.56,361.87,
9.286,0,0.06,0.07,0.03,0.72,0.02,12.73,0.48,9.06,0.11,74.53,96.71,-20.69,97.82,9.06,42.84,0.00,0.25,0.04,0.05,0.11,0.02,0.00,92.56,6.17,0.00,0.00,0.00,0.10,0.03,0.00,0.00,0.01,0.01,0.00,,4.49,-2.97,-1.27,72.31,77.06,301.00,245.42,409.99,361.77,395.43,272.40,318.42,269.56,353.23,295.95,352.64,361.77,
9.430,0,0.06,0.08,0.02,0.54,0.02,10.24,0.34,7.24,0.06,79.51,92.53,-18.02,97.55,7.24,35.96,0.00,0.34,0.02,0.04,0.06,0.00,0.00,88.68,2.24,0.00,0.00,0.01,0.11,0.03,0.00,0.00,0.01,0.01,0.00,,4.91,-3.58,-1.31,72.37,76.73,300.75,245.55,409.82,362.01,395.08,272.53,318.39,269.86,352.66,295.93,352.38,362.01,
9.495,0,0.07,0.08,0.02,0.48,0.02,5.92,0.29,6.84,0.07,88.16,79.19,-13.78,97.47,6.84,32.81,0.00,0.39,0.03,0.04,0.07,0.01,0.00,77.15,1.45,0.00,0.00,0.01,0.17,0.03,0.00,0.00,0.01,0.01,0.00,,5.57,-3.75,-1.67,72.38,77.09,300.52,245.45,409.84,362.06,395.38,272.73,318.34,269.97,352.46,295.68,351.82,362.06,
9.631,0,0.07,0.10,0.02,0.39,0.02,3.53,0.22,6.88,0.08,92.93,46.62,-9.53,97.49,6.88,26.43,0.01,0.24,0.03,0.05,0.08,0.01,0.00,65.21,0.75,0.00,0.00,0.00,0.29,0.04,0.00,0.00,0.00,0.01,0.00,,5.06,-3.71,-1.47,72.17,76.08,300.73,245.51,409.76,362.04,394.79,272.55,318.77,269.71,352.57,295.80,352.17,362.04,
9.699,0,0.08,0.12,0.02,0.31,0.02,1.46,0.17,6.67,0.09,97.07,9.98,-2.96,97.52,6.67,19.59,0.00,0.11,0.03,0.09,0.08,0.01,0.00,46.37,0.57,0.00,0.00,0.00,0.45,0.05,0.00,0.00,0.00,0.01,0.00,,5.07,-3.65,-1.55,72.20,76.66,300.64,245.46,409.71,361.90,395.07,272.60,318.47,269.71,352.52,295.77,351.99,361.90,
9.785,0,0.09,0.12,0.02,0.29,0.02,0.95,0.15,6.28,0.11,98.09,4.87,-0.02,97.61,6.28,18.17,0.00,0.08,0.03,0.11,0.08,0.01,0.00,38.19,0.42,0.00,0.00,0.00,0.74,0.06,0.00,0.00,0.00,0.01,0.00,,4.87,-3.45,-1.44,72.21,76.74,300.77,245.58,409.77,361.96,395.14,272.65,318.45,269.77,352.73,295.94,352.21,361.96,
9.853,0,0.08,0.11,0.02,0.32,0.02,0.65,0.17,5.80,0.11,98.70,3.91,0.00,97.56,5.80,21.22,0.00,0.09,0.02,0.11,0.06,0.01,0.00,32.27,0.46,0.00,0.00,0.00,1.20,0.08,0.00,0.00,0.00,0.01,0.00,,4.52,-3.55,-1.46,72.15,76.51,300.68,245.54,409.67,361.85,394.95,272.51,318.49,269.75,352.59,296.05,352.11,361.85,
9.928,0,0.09,0.12,0.02,0.31,0.02,0.65,0.16,5.30,0.11,98.70,3.78,0.00,97.51,5.30,20.51,0.00,0.08,0.02,0.11,0.05,0.01,0.00,32.53,0.41,0.00,0.00,0.00,1.39,0.08,0.00,0.00,0.00,0.01,0.00,,4.53,-3.67,-1.63,72.08,76.33,300.74,245.48,409.71,361.82,395.00,272.60,318.73,269.48,352.58,295.96,351.95,361.82,
10.078,0,0.08,0.11,0.02,0.34,0.02,0.74,0.18,5.88,0.14,98.53,5.39,0.00,97.41,5.88,22.61,0.01,0.08,0.02,0.14,0.05,0.01,0.00,35.05,0.38,0.00,0.00,0.00,2.27,0.10,0.00,0.00,0.00,0.00,0.00,0.00,5.35,-3.86,-1.46,72.13,75.81,300.55,245.40,409.65,362.19,394.50,272.55,318.76,269.48,352.35,295.59,352.04,362.19,
10.214,0,0.08,0.11,0.02,0.37,0.02,1.46,0.20,9.42,0.16,97.09,9.95,-2.91,97.68,9.42,21.36,0.00,0.09,0.01,0.16,0.03,0.02,0.00,44.56,0.38,0.00,0.00,0.00,2.42,0.09,0.00,0.01,0.00,0.01,0.00,0.00,5.60,-3.31,-1.09,72.14,75.36,300.55,245.46,409.52,362.40,393.98,272.47,318.68,269.44,352.61,295.46,352.44,362.40,
10.281,0,0.07,0.10,0.02,0.47,0.02,1.35,0.27,10.02,0.09,97.31,16.08,-3.09,97.57,10.02,28.09,0.00,0.07,0.01,0.09,0.03,0.01,0.00,44.68,0.40,0.00,0.00,0.00,2.10,0.08,0.00,0.05,0.00,0.01,0.00,0.00,6.32,-3.53,-1.12,72.25,75.72,300.43,245.65,409.21,362.37,393.97,272.75,318.32,269.76,352.25,295.27,352.18,362.37,
10.357,0,0.06,0.07,0.02,0.71,0.02,1.68,0.45,12.40,0.06,96.63,39.15,-5.46,97.64,12.40,37.85,0.00,0.05,0.01,0.06,0.04,0.01,0.00,49.99,0.35,0.00,0.00,0.00,2.28,0.07,0.00,0.06,0.00,0.01,0.00,0.00,6.33,-3.38,-1.12,72.31,75.94,300.57,245.80,409.13,362.29,394.11,272.94,318.24,269.76,352.36,295.31,352.21,362.29,
10.428,0,0.06,0.07,0.02,0.71,0.02,1.03,0.46,11.91,0.06,97.94,26.26,-2.40,98.17,11.91,39.01,0.00,0.05,0.01,0.06,0.04,0.00,0.00,41.47,0.27,0.00,0.00,0.00,1.50,0.06,0.00,0.06,0.00,0.00,0.00,0.00,4.46,-2.08,-0.82,71.80,74.04,302.34,245.93,409.40,360.69,393.97,272.10,319.98,269.49,354.20,295.54,353.67,360.69,
10.497,0,0.04,0.05,0.02,1.19,0.02,0.69,0.89,13.31,0.04,97.62,44.79,-1.26,97.78,13.31,53.47,0.00,0.04,0.00,0.04,0.04,0.00,0.00,37.26,0.21,0.01,0.00,0.00,1.03,0.06,0.00,0.07,0.00,0.00,0.00,0.00,5.05,-3.08,-0.59,72.13,76.29,301.74,246.00,408.93,360.65,394.48,272.54,318.24,269.74,352.99,295.44,353.31,360.65,
10.565,0,0.04,0.04,0.02,1.47,0.02,0.48,1.16,14.67,0.06,97.05,42.37,0.00,97.58,14.67,58.61,0.00,0.04,0.01,0.05,0.06,0.01,0.00,30.90,0.15,0.01,0.00,0.00,1.04,0.07,0.00,0.08,0.00,0.00,0.00,0.00,5.99,-3.51,-0.86,72.37,76.41,301.22,246.14,408.18,360.62,394.06,272.78,317.70,270.01,352.10,295.10,352.34,360.62,
10.708,0,0.03,0.04,0.02,1.99,0.02,0.31,1.68,15.28,0.07,96.03,47.27,0.00,97.84,15.28,66.94,0.00,0.04,0.01,0.06,0.07,0.01,0.00,25.03,0.09,0.01,0.00,0.00,1.33,0.08,0.00,0.59,0.00,0.01,0.00,0.00,5.46,-2.92,-1.20,72.04,76.65,301.64,246.10,408.69,360.60,394.83,273.01,318.25,269.58,352.94,295.30,352.41,360.60,
10.777,0,0.04,0.05,0.02,1.25,0.02,0.26,0.94,12.22,0.07,97.51,20.38,0.00,97.90,12.22,55.90,0.00,0.03,0.01,0.04,0.07,0.01,0.00,20.47,0.06,0.01,0.00,0.00,1.16,0.08,0.00,0.76,0.00,0.01,0.00,0.00,6.66,-2.78,-1.01,72.74,77.30,301.25,246.93,408.02,361.16,394.53,273.86,317.29,270.72,352.47,295.54,352.09,361.16,
10.951,0,0.05,0.06,0.02,0.86,0.02,0.21,0.58,8.74,0.10,98.28,9.02,0.00,97.88,8.74,47.76,0.00,0.02,0.01,0.04,0.10,0.02,0.00,16.82,0.06,0.01,0.00,0.00,1.88,0.11,0.00,0.56,0.00,0.01,0.00,0.00,6.03,-2.83,-1.26,72.01,76.43,301.59,246.05,408.76,360.83,394.75,273.14,318.41,269.50,353.01,295.06,352.35,360.83,
11.019,0,0.06,0.07,0.02,0.65,0.02,0.27,0.41,6.39,0.08,98.70,8.07,0.00,97.88,6.39,41.56,0.00,0.02,0.01,0.02,0.08,0.01,0.00,21.49,0.10,0.01,0.00,0.00,1.92,0.12,0.00,0.73,0.00,0.01,0.00,0.00,7.41,-2.84,-0.91,72.78,76.81,301.19,246.93,408.00,361.40,394.19,273.86,317.43,270.84,352.41,295.23,352.18,361.40,
11.095,0,0.07,0.09,0.02,0.43,0.02,0.47,0.24,5.31,0.12,99.06,6.25,0.00,97.90,5.31,30.19,0.00,0.01,0.01,0.06,0.12,0.01,0.00,29.44,0.12,0.00,0.00,0.00,2.34,0.08,0.00,2.01,0.00,0.01,0.00,0.00,5.83,-2.79,-1.41,72.05,76.09,301.61,246.10,408.77,360.87,394.68,273.26,318.68,269.40,353.07,295.19,352.21,360.87,
11.239,0,0.08,0.11,0.02,0.31,0.02,0.68,0.16,3.39,0.18,98.63,5.68,0.00,97.89,3.39,22.52,0.00,0.01,0.01,0.05,0.18,0.00,0.00,35.84,0.13,0.00,0.00,0.00,0.98,0.06,0.00,0.62,0.00,0.00,0.00,0.00,6.70,-2.80,-1.12,72.79,77.04,301.32,246.85,408.23,361.19,394.60,273.78,317.62,270.75,352.61,295.51,352.11,361.19,
11.381,0,0.10,0.13,0.02,0.24,0.02,0.64,0.12,2.34,0.21,98.72,2.96,0.00,97.71,2.34,16.34,0.00,0.01,0.01,0.13,0.21,0.01,0.00,33.56,0.07,0.00,0.00,0.00,1.79,0.06,0.00,1.63,0.00,0.00,0.00,0.00,5.60,-3.22,-1.57,72.05,76.38,301.96,246.17,408.93,360.63,395.18,273.36,318.90,269.37,353.07,295.26,352.26,360.63,
11.531,0,0.10,0.12,0.03,0.28,0.02,0.54,0.14,3.63,0.33,98.91,2.65,0.00,97.74,3.63,18.41,0.00,0.01,0.01,0.33,0.25,0.01,0.00,30.09,0.04,0.00,0.00,0.00,2.90,0.04,0.00,3.58,0.00,0.01,0.00,0.00,5.70,-3.16,-1.59,72.01,76.28,301.99,246.16,409.11,360.79,395.24,273.37,319.06,269.44,353.21,295.28,352.34,360.79,
11.608,0,0.09,0.13,0.02,0.26,0.02,0.61,0.13,4.43,0.42,98.78,2.44,0.00,97.77,4.43,16.47,0.01,0.01,0.01,0.42,0.35,0.01,0.00,30.95,0.07,0.00,0.00,0.00,1.46,0.05,0.00,2.07,0.00,0.00,0.00,0.00,6.14,-3.10,-1.30,72.46,76.98,302.05,246.80,409.16,361.39,395.50,273.92,318.60,270.35,353.27,295.75,352.72,361.39,
