time stamp,face id,anger,contempt,disgust,fear,joy,sadness,surprise,sentimentality,confusion,neutral,engagement,valence,attention,inner brow raise,brow raise,brow furrow,eye widen,cheek raise,lid tighten,nose wrinkle,upper lip raise,dimpler,lip corner depressor,chin raise,lip pucker,lip stretch,lip press,mouth open,jaw drop,lip suck,eye closure,smile,smirk,blink,blink rate,pitch,yaw,roll,brightness,interocular distance,topleft_x,topleft_y,bottomright_x,bottomright_y,outer_right_eye_X,outer_right_eye_Y,outer_left_eye_X,outer_left_eye_Y,nose_top_X,nose_top_Y,chin_top_X,chin_top_Y
5.485,0,0.02,0.01,0.00,0.01,99.98,0.02,0.10,0.05,0.05,0.00,99.98,97.24,98.43,12.73,0.56,0.00,0.01,99.05,37.90,0.10,0.00,0.00,0.05,0.01,0.00,39.36,0.01,6.18,0.35,0.00,50.38,100.00,42.87,0.00,,3.47,-1.31,-2.08,71.03,72.91,320.54,257.50,416.27,358.79,406.58,282.43,333.81,277.96,367.27,302.27,364.83,358.79,
5.558,0,0.01,0.01,0.00,0.01,99.98,0.02,0.10,0.07,0.07,0.00,99.98,96.92,98.41,14.22,0.65,0.00,0.01,98.16,27.23,0.09,0.00,0.00,0.07,0.01,0.00,26.75,0.01,6.75,0.39,0.00,73.68,100.00,43.02,0.00,,3.68,-1.37,-2.50,70.94,71.92,320.52,257.49,416.14,358.81,406.20,282.63,334.45,277.64,367.20,302.12,364.35,358.81,
5.637,0,0.01,0.01,0.00,0.01,99.98,0.02,0.11,0.10,0.10,0.00,99.98,96.78,98.42,14.81,0.71,0.00,0.01,97.82,20.55,0.10,0.00,0.00,0.10,0.02,0.01,24.62,0.01,6.52,0.46,0.00,64.91,100.00,44.35,0.00,,3.94,-1.35,-2.47,70.92,72.45,320.46,257.30,416.31,358.83,406.52,282.54,334.23,277.57,367.25,301.95,364.40,358.83,
5.714,0,0.01,0.01,0.00,0.01,99.98,0.02,0.10,0.15,0.15,0.00,99.98,97.27,98.34,12.38,0.73,0.00,0.00,97.76,18.96,0.13,0.00,0.00,0.15,0.03,0.01,16.17,0.01,5.58,0.49,0.00,59.99,99.99,44.67,0.00,,4.04,-1.59,-2.31,71.04,72.90,320.55,257.32,416.38,358.79,406.76,282.54,334.01,277.68,367.18,301.92,364.63,358.79,
5.779,0,0.01,0.01,0.00,0.01,99.97,0.02,0.09,0.29,0.29,0.00,99.98,97.44,98.45,11.34,0.74,0.00,0.00,93.45,16.91,0.14,0.00,0.00,0.29,0.03,0.01,8.31,0.01,4.74,0.51,0.00,63.57,99.98,42.96,0.00,,4.70,-1.25,-1.76,71.48,72.63,320.74,257.24,416.50,358.89,406.46,282.30,333.97,277.72,367.51,301.58,365.42,358.89,
5.848,0,0.01,0.00,0.00,0.01,99.64,0.01,0.09,1.27,1.27,0.00,99.98,97.52,98.59,9.26,0.73,0.00,0.00,49.23,10.83,0.25,0.01,0.00,1.27,0.03,0.02,1.41,0.00,4.67,0.42,0.00,63.42,99.89,24.61,0.00,,5.21,-0.78,-1.41,71.84,72.95,320.59,256.92,417.01,359.13,406.60,282.38,333.81,277.60,367.94,301.40,365.99,359.13,
5.927,0,0.01,0.00,0.00,0.01,96.80,0.01,0.09,4.06,4.06,0.00,99.98,95.93,98.22,11.91,0.58,0.00,0.00,11.39,8.39,0.59,0.03,0.00,4.06,0.02,0.03,0.13,0.00,6.04,0.32,0.00,83.97,99.38,0.00,0.00,,6.06,-1.96,-2.04,71.42,73.61,320.67,256.21,417.44,358.97,407.55,282.16,334.13,276.77,367.52,300.50,365.48,358.97,
5.996,0,0.01,0.00,0.00,0.01,94.59,0.02,0.10,12.72,5.08,0.00,99.97,91.97,98.60,14.16,0.48,0.00,0.00,6.57,5.08,1.20,0.06,0.00,12.72,0.02,0.03,0.01,0.00,4.84,0.21,0.00,76.67,96.92,0.00,0.00,,6.05,-0.71,-1.21,71.91,73.32,320.08,256.16,417.68,359.52,406.74,282.41,333.61,277.03,368.04,300.89,366.29,359.52,
6.064,0,0.01,0.00,0.00,0.01,77.88,0.08,0.11,30.79,3.44,0.00,99.74,71.01,98.47,15.72,0.47,0.00,0.00,4.15,3.44,1.08,0.04,0.00,30.79,0.01,0.02,0.00,0.00,2.84,0.11,0.00,47.68,83.79,0.00,0.00,,4.39,1.17,-1.01,72.26,72.61,319.38,256.48,417.48,360.22,405.79,282.55,333.37,277.28,368.68,302.09,366.13,360.22,
6.133,0,0.01,0.00,0.00,0.02,50.63,0.19,0.12,36.95,4.02,24.37,98.54,56.92,98.23,18.83,0.58,0.00,0.00,3.86,4.02,0.61,0.03,0.00,36.95,0.01,0.02,0.00,0.00,2.14,0.09,0.00,23.28,72.89,0.00,0.00,,3.21,1.90,-1.17,72.23,71.63,319.41,256.67,417.52,360.61,405.41,282.19,333.95,277.39,369.14,302.71,366.04,360.61,
6.217,0,0.07,0.05,0.01,0.12,0.20,7.28,0.10,16.44,5.15,85.43,41.96,0.00,98.33,14.22,0.89,0.01,0.00,5.43,5.15,0.80,0.05,0.00,75.08,0.02,0.02,0.00,0.00,1.29,0.04,0.00,19.95,16.44,0.00,0.00,,3.47,1.63,-0.74,72.49,72.18,319.27,256.47,417.63,360.62,405.46,281.92,333.42,277.53,368.95,302.53,366.47,360.62,
6.284,0,0.11,0.12,0.02,0.15,0.06,13.32,0.09,9.70,6.05,73.37,52.86,-9.01,98.33,9.70,1.29,0.01,0.00,4.33,6.05,1.09,0.08,0.00,85.05,0.02,0.01,0.00,0.00,0.83,0.02,0.00,3.25,5.51,0.00,0.00,,3.18,1.63,-1.20,72.61,72.77,319.21,256.41,417.64,360.57,405.98,282.07,333.37,277.23,368.95,302.61,365.92,360.57,
6.357,0,0.16,0.14,0.02,0.15,0.05,14.22,0.08,8.59,13.76,71.55,53.26,-11.26,98.33,8.59,1.23,0.02,0.00,4.71,13.76,1.53,0.11,0.00,86.37,0.02,0.01,0.00,0.00,0.52,0.01,0.00,2.03,3.75,0.00,0.00,,3.21,1.62,-1.54,72.57,72.58,319.17,256.13,417.84,360.53,406.13,282.24,333.76,276.67,369.04,302.45,365.63,360.53,
6.431,0,0.24,0.15,0.02,0.14,0.05,14.35,0.07,7.81,24.21,71.30,55.97,-11.02,98.26,5.30,0.85,0.02,0.00,7.81,24.21,2.48,0.11,0.00,88.51,0.03,0.01,0.00,0.00,0.23,0.01,0.00,0.45,3.09,0.00,0.00,,2.39,1.84,-0.67,72.20,73.02,318.85,255.45,418.51,360.78,406.08,281.20,333.20,276.63,369.30,302.53,366.76,360.78,
6.498,0,0.22,0.16,0.02,0.14,0.04,15.62,0.07,4.56,19.97,68.77,54.58,-13.51,98.40,4.56,0.83,0.02,0.00,4.52,19.97,1.78,0.08,0.00,91.06,0.04,0.01,0.00,0.00,0.13,0.01,0.00,0.05,2.57,0.00,0.00,,2.65,1.40,-0.94,71.77,73.25,318.94,254.96,418.86,360.65,406.57,280.89,333.48,276.09,369.28,302.05,366.66,360.65,
6.565,0,0.21,0.15,0.02,0.14,0.04,15.80,0.07,5.28,20.12,68.39,56.34,-13.07,98.61,5.28,0.83,0.02,0.00,4.30,20.12,1.87,0.14,0.00,91.23,0.06,0.01,0.00,0.00,0.13,0.01,0.00,0.02,3.28,0.00,0.00,,5.13,0.69,-1.82,71.16,74.56,318.79,253.94,418.98,360.24,407.71,280.63,333.36,275.06,368.90,300.21,365.59,360.24,
6.643,0,0.15,0.15,0.02,0.14,0.04,16.41,0.07,5.08,10.98,67.19,57.68,-13.34,98.59,5.08,1.01,0.02,0.01,4.35,10.98,1.62,0.08,0.00,92.10,0.09,0.01,0.00,0.00,0.10,0.01,0.00,0.03,3.15,0.00,0.00,,5.41,0.75,-2.36,70.89,73.13,318.45,253.56,418.51,359.98,406.85,280.37,333.97,274.34,368.56,299.64,364.64,359.98,
6.712,0,0.13,0.15,0.02,0.16,0.04,18.17,0.08,7.98,7.00,63.66,63.25,-14.71,98.61,7.98,1.36,0.02,0.01,2.54,7.00,0.94,0.02,0.00,92.11,0.10,0.00,0.00,0.00,0.11,0.01,0.00,0.04,2.99,0.00,0.00,,4.97,0.69,-2.31,70.83,72.64,318.31,253.50,418.53,360.11,406.50,280.23,334.10,274.27,368.46,299.82,364.66,360.11,
6.779,0,0.12,0.15,0.02,0.17,0.04,19.60,0.09,10.02,6.73,60.79,66.73,-15.43,98.57,10.02,1.30,0.02,0.01,2.68,6.73,1.06,0.02,0.00,91.97,0.10,0.00,0.00,0.00,0.11,0.01,0.00,0.11,2.73,0.00,0.00,,5.53,0.84,-2.33,70.80,73.08,318.45,253.57,418.49,359.97,406.79,280.42,333.96,274.36,368.59,299.60,364.66,359.97,
6.848,0,0.12,0.15,0.02,0.18,0.04,22.18,0.10,12.59,7.11,55.64,72.38,-16.14,98.60,12.59,1.10,0.02,0.00,2.98,7.11,1.30,0.03,0.00,92.73,0.12,0.00,0.00,0.00,0.10,0.01,0.00,0.06,2.83,0.00,0.00,,5.59,0.72,-2.40,70.84,72.93,318.42,253.60,418.41,359.96,406.69,280.51,334.02,274.34,368.47,299.59,364.53,359.96,
6.916,0,0.12,0.15,0.02,0.19,0.04,23.48,0.10,14.22,8.75,53.05,74.74,-15.47,98.56,14.22,1.13,0.02,0.00,4.24,8.75,1.05,0.03,0.00,92.61,0.10,0.00,0.00,0.00,0.12,0.01,0.00,0.19,3.09,0.00,0.00,,5.40,0.86,-2.50,70.62,74.16,319.18,253.69,418.45,359.19,407.80,280.27,333.88,274.40,368.96,299.42,364.76,359.19,
6.983,0,0.13,0.15,0.02,0.17,0.05,21.63,0.09,11.49,9.21,56.74,70.64,-14.27,98.42,11.49,1.05,0.02,0.00,5.43,9.21,1.13,0.03,0.00,92.78,0.12,0.00,0.00,0.00,0.13,0.01,0.00,0.06,3.20,0.00,0.00,,4.00,1.34,-1.84,70.93,73.93,318.93,253.99,418.32,359.35,407.13,280.23,333.40,274.83,369.02,300.33,365.35,359.35,
7.048,0,0.13,0.14,0.02,0.16,0.05,19.28,0.09,10.20,9.19,61.44,66.60,-12.69,98.66,10.20,1.16,0.02,0.00,5.51,9.19,1.24,0.05,0.00,91.72,0.10,0.00,0.01,0.00,0.22,0.01,0.00,0.15,4.01,0.00,0.00,,5.47,0.50,-2.05,70.73,73.78,319.33,253.81,418.50,359.25,407.48,280.10,333.89,274.78,368.83,299.47,365.38,359.25,
7.119,0,0.14,0.14,0.02,0.15,0.06,17.03,0.08,7.87,9.75,65.94,60.06,-10.64,98.63,7.87,1.36,0.01,0.00,7.25,9.75,0.85,0.06,0.00,90.54,0.07,0.00,0.01,0.00,0.29,0.01,0.00,0.18,4.12,0.00,0.00,,3.99,0.63,-1.96,70.79,73.35,319.30,254.35,418.17,359.22,407.01,280.45,333.87,275.02,368.72,300.42,365.33,359.22,
7.187,0,0.12,0.13,0.02,0.14,0.06,14.90,0.08,7.16,6.32,70.20,55.57,-9.17,98.77,7.16,1.60,0.01,0.01,6.33,6.32,0.68,0.04,0.00,88.96,0.05,0.00,0.00,0.00,0.50,0.01,0.00,0.27,5.08,0.00,0.00,,4.96,-0.08,-2.15,70.50,73.49,319.88,254.49,418.60,359.44,407.71,280.55,334.41,275.28,368.82,300.11,365.60,359.44,
7.263,0,0.10,0.12,0.02,0.15,0.06,14.20,0.09,9.09,4.30,71.60,56.32,-8.76,98.78,9.09,2.20,0.01,0.01,4.42,4.30,0.55,0.03,0.00,87.41,0.03,0.00,0.00,0.00,0.79,0.02,0.00,0.13,6.07,0.00,0.00,,5.18,0.04,-2.13,70.51,73.01,319.91,254.60,418.52,359.51,407.43,280.63,334.60,275.40,368.87,300.09,365.62,359.51,
7.331,0,0.10,0.10,0.02,0.15,0.07,13.98,0.09,9.93,4.21,72.04,57.32,-7.16,98.67,9.93,2.51,0.01,0.01,4.94,4.21,0.44,0.05,0.00,87.08,0.02,0.00,0.01,0.00,1.00,0.02,0.00,0.04,7.27,0.00,0.00,,2.99,0.46,-1.41,70.87,73.34,319.39,255.00,418.18,359.63,406.78,280.65,333.59,275.88,368.64,301.41,365.99,359.63,
7.411,0,0.09,0.09,0.02,0.17,0.09,13.87,0.11,13.17,3.63,72.26,59.27,-5.07,98.74,13.17,2.81,0.01,0.01,6.46,3.63,0.62,0.04,0.00,84.83,0.02,0.00,0.01,0.00,1.33,0.02,0.00,0.12,8.53,0.00,0.00,,4.24,-0.19,-1.85,70.33,73.12,319.75,254.29,418.55,359.33,407.28,279.98,334.32,275.23,368.66,300.21,365.86,359.33,
7.478,0,0.08,0.10,0.01,0.21,0.08,18.08,0.14,18.29,2.49,63.84,71.30,-8.36,98.56,18.29,3.82,0.01,0.01,5.35,2.49,0.64,0.02,0.00,86.37,0.02,0.00,0.00,0.00,1.42,0.02,0.00,6.80,7.60,0.00,0.00,,5.25,-0.88,-2.11,70.62,73.00,319.84,254.39,418.61,359.51,407.43,280.46,334.62,275.24,368.34,299.90,365.63,359.51,
7.545,0,0.07,0.10,0.01,0.26,0.07,24.65,0.18,24.04,2.48,50.70,83.41,-11.08,98.61,24.04,4.25,0.00,0.01,4.15,2.48,0.70,0.02,0.00,89.39,0.04,0.01,0.00,0.00,1.68,0.02,0.00,5.83,7.80,0.00,0.00,,5.78,-0.68,-2.16,70.95,72.63,319.83,254.44,418.58,359.65,407.24,280.58,334.80,275.31,368.44,299.75,365.57,359.65,
7.621,0,0.06,0.10,0.01,0.40,0.07,40.06,0.31,36.58,2.45,34.94,94.43,-15.72,98.79,36.58,4.91,0.00,0.01,4.86,2.45,1.33,0.08,0.00,91.96,0.06,0.01,0.00,0.00,1.16,0.02,0.00,1.96,6.99,0.00,0.00,,6.01,0.00,-2.09,71.17,73.02,319.43,254.18,418.64,359.77,407.21,280.63,334.40,275.10,368.66,299.63,365.48,359.77,
7.698,0,0.06,0.11,0.01,0.44,0.05,41.81,0.33,36.13,2.28,33.19,94.88,-18.86,98.76,36.13,6.95,0.00,0.01,3.12,2.28,1.16,0.08,0.00,93.53,0.08,0.01,0.00,0.00,0.63,0.01,0.00,0.08,5.27,0.00,0.00,,2.81,0.12,-1.42,71.92,72.46,318.73,254.67,418.47,360.04,406.09,281.35,333.89,275.18,368.27,301.59,365.83,360.04,
7.764,0,0.06,0.12,0.01,0.45,0.04,40.53,0.31,31.68,2.62,34.47,94.03,-21.73,98.70,31.68,9.79,0.00,0.02,1.30,2.62,0.54,0.05,0.00,95.96,0.09,0.00,0.00,0.00,0.35,0.01,0.00,0.00,3.09,0.00,0.00,,2.81,-0.36,-1.63,71.55,72.11,318.59,253.88,418.85,360.08,406.16,280.40,334.29,274.53,368.12,301.02,365.72,360.08,
7.834,0,0.06,0.12,0.01,0.58,0.03,42.20,0.39,32.11,1.56,32.80,94.84,-24.32,98.65,32.11,14.80,0.00,0.03,0.66,1.56,0.19,0.03,0.00,97.46,0.10,0.00,0.00,0.00,0.24,0.01,0.00,0.00,1.49,0.00,0.00,,5.15,0.54,-1.46,71.48,73.08,318.32,253.39,418.71,360.06,406.38,279.89,333.49,274.66,368.43,299.73,365.68,360.06,
7.901,0,0.06,0.10,0.02,0.64,0.03,34.20,0.43,26.61,0.51,40.80,92.48,-23.77,98.59,26.61,22.75,0.00,0.06,0.43,0.51,0.09,0.01,0.00,97.96,0.12,0.00,0.00,0.00,0.19,0.01,0.00,0.00,1.07,0.00,0.00,,5.59,0.75,-1.35,71.54,73.14,318.22,253.34,418.70,360.15,406.30,279.87,333.33,274.75,368.48,299.56,365.75,360.15,
7.967,0,0.05,0.09,0.01,0.95,0.03,39.89,0.71,33.10,0.30,35.11,95.57,-25.89,98.55,33.10,28.11,0.00,0.09,0.51,0.30,0.08,0.01,0.00,98.46,0.11,0.00,0.00,0.00,0.16,0.01,0.00,0.00,0.64,0.00,0.00,,5.36,0.92,-1.56,71.76,72.95,318.10,253.45,418.57,360.15,406.17,280.23,333.43,274.59,368.46,299.76,365.39,360.15,
8.045,0,0.05,0.10,0.01,0.78,0.03,40.63,0.55,31.24,0.40,34.37,95.16,-25.98,98.78,31.24,23.93,0.00,0.06,0.81,0.22,0.40,0.04,0.00,99.16,0.27,0.00,0.00,0.00,0.06,0.01,0.00,0.00,0.43,0.00,0.00,,7.10,0.02,-0.52,73.05,72.30,317.56,252.00,419.13,359.95,405.28,279.18,333.17,273.87,367.90,298.14,366.58,359.95,
8.112,0,0.06,0.12,0.02,0.50,0.03,35.58,0.32,24.23,1.67,39.42,91.89,-24.90,98.70,24.23,18.22,0.00,0.03,1.59,0.52,1.67,0.04,0.00,99.31,0.59,0.00,0.00,0.00,0.03,0.00,0.00,0.03,0.28,0.00,0.00,,9.18,0.37,-1.05,73.72,71.64,317.78,251.43,419.75,360.17,405.62,279.31,334.24,273.24,368.55,296.94,366.43,360.17,
8.190,0,0.07,0.13,0.02,0.39,0.03,34.16,0.23,20.45,1.25,40.84,89.44,-23.92,98.58,20.45,13.85,0.00,0.01,1.89,1.25,1.07,0.02,0.00,99.47,1.13,0.00,0.00,0.00,0.02,0.00,0.00,0.03,0.17,0.00,0.00,,9.60,0.79,-0.70,73.83,72.17,317.75,250.54,419.67,359.03,405.63,278.61,333.73,272.46,368.72,295.90,366.76,359.03,
8.260,0,0.08,0.14,0.02,0.32,0.03,30.56,0.18,15.09,1.71,44.44,84.90,-23.78,98.44,15.09,13.77,0.00,0.01,1.76,1.71,1.28,0.04,0.00,99.74,4.65,0.00,0.00,0.00,0.01,0.00,0.00,0.03,0.14,0.00,0.00,,10.61,1.27,-0.80,73.21,72.31,316.93,250.37,419.02,359.31,405.04,278.36,332.96,272.56,368.27,295.40,365.93,359.31,
8.325,0,0.09,0.14,0.02,0.28,0.03,27.73,0.15,11.91,2.34,47.27,82.09,-23.01,98.64,11.91,12.51,0.00,0.01,1.80,2.34,1.56,0.02,0.00,99.77,4.04,0.00,0.00,0.00,0.01,0.00,0.00,6.50,0.16,0.00,0.00,,8.78,0.57,-2.37,71.53,72.68,316.33,251.71,418.33,360.73,405.44,279.63,333.05,273.13,367.30,297.37,363.50,360.73,
8.396,0,0.09,0.15,0.02,0.25,0.03,26.11,0.13,9.63,0.92,48.89,80.38,-22.27,98.53,9.63,11.14,0.00,0.01,1.35,0.84,0.92,0.00,0.00,99.75,3.60,0.00,0.00,0.01,0.00,0.00,0.00,24.27,0.18,0.08,0.00,,8.21,0.99,-1.26,71.94,73.66,315.65,254.67,417.20,362.84,404.46,282.03,331.00,276.54,366.58,300.39,363.80,362.84,
8.469,0,0.10,0.17,0.03,0.20,0.03,26.77,0.10,7.90,0.95,48.23,76.03,-21.36,98.08,7.90,6.03,0.00,0.01,2.72,0.31,0.95,0.03,0.00,99.80,4.50,0.00,0.00,0.21,0.00,0.00,0.00,80.24,0.33,0.45,0.00,,-5.26,-2.33,-4.20,68.98,72.99,314.79,267.85,414.73,372.85,404.01,294.46,331.48,286.20,363.15,317.76,358.79,372.85,
8.535,0,0.10,0.21,0.02,0.19,0.03,28.63,0.09,9.83,0.93,46.37,78.58,-21.86,97.87,9.83,2.66,0.00,0.01,1.92,0.10,0.93,0.08,0.00,99.68,2.50,0.00,0.01,1.06,0.00,0.00,0.00,93.82,0.32,1.72,0.00,,-2.72,-2.86,-2.94,68.15,73.12,314.52,267.75,415.66,374.47,403.78,294.10,330.97,287.41,363.09,317.30,360.51,374.47,
8.603,0,0.10,0.25,0.02,0.20,0.03,31.85,0.10,13.23,0.75,43.15,82.38,-23.11,98.14,13.23,1.58,0.00,0.01,0.88,0.04,0.75,0.12,0.00,99.30,3.16,0.00,0.05,1.68,0.00,0.00,0.00,98.19,0.40,2.97,0.00,,-4.96,-2.16,-2.84,67.75,75.16,313.13,273.72,413.98,379.67,403.30,299.42,328.38,293.47,361.92,324.02,358.97,379.67,
8.681,0,0.11,0.24,0.02,0.20,0.03,31.86,0.10,13.61,0.64,43.14,82.09,-23.08,97.75,13.61,0.77,0.00,0.00,1.29,0.02,0.64,0.41,0.49,98.67,3.21,0.00,0.22,3.60,0.01,0.00,0.00,97.13,0.50,2.75,0.00,,-7.57,-3.15,-2.63,66.91,74.45,311.84,277.42,412.58,382.78,401.44,303.30,327.30,296.46,359.99,328.60,357.89,382.78,
8.749,0,0.10,0.23,0.02,0.21,0.03,31.87,0.11,15.63,0.58,43.13,82.96,-21.70,96.33,15.63,0.62,0.00,0.00,1.83,0.03,0.58,0.87,1.22,97.40,2.01,0.00,0.32,1.38,0.02,0.00,0.00,93.04,0.80,2.28,0.00,,-8.26,-5.66,-3.39,66.57,74.06,311.49,277.63,412.90,384.02,401.68,303.47,327.95,296.51,358.55,329.36,356.96,384.02,
8.816,0,0.11,0.20,0.02,0.18,0.03,23.75,0.09,11.04,0.82,52.51,71.23,-18.18,96.51,11.04,0.49,0.01,0.00,3.73,0.05,0.82,2.25,5.01,93.58,2.40,0.00,0.90,2.36,0.05,0.01,0.00,92.50,1.42,1.62,0.00,,-10.79,-5.40,-3.51,66.77,75.41,310.48,277.25,412.97,384.07,401.93,303.80,326.97,295.63,358.18,330.48,356.27,384.07,
8.884,0,0.12,0.19,0.02,0.15,0.04,13.50,0.08,7.60,0.90,73.01,46.94,-13.57,96.01,7.60,0.21,0.01,0.00,4.34,0.09,0.90,2.11,9.29,84.20,1.16,0.00,1.37,5.60,0.08,0.01,0.01,96.75,2.13,1.26,0.00,,-11.80,-6.10,-3.21,66.95,73.65,310.55,278.13,412.39,384.28,400.60,304.11,327.35,296.39,357.58,331.42,356.47,384.28,
8.961,0,0.12,0.19,0.02,0.15,0.05,10.36,0.08,7.70,1.01,79.29,37.16,-11.12,96.75,7.70,0.16,0.03,0.00,4.91,0.25,1.01,1.42,9.98,79.09,1.58,0.00,3.06,9.76,0.15,0.02,0.04,87.57,3.49,2.60,0.00,,-11.37,-5.03,-2.42,68.48,75.07,310.83,278.18,412.04,383.36,400.88,304.01,326.16,296.77,358.07,331.00,357.28,383.36,
9.120,0,0.12,0.19,0.02,0.13,0.06,8.68,0.07,6.60,1.12,82.65,32.55,-9.30,97.66,6.40,0.26,0.04,0.00,3.70,0.17,1.12,0.01,0.00,77.86,4.16,0.00,5.25,15.26,0.22,0.03,0.18,68.65,6.60,4.41,1.00,,-2.21,-3.35,-3.80,70.21,74.00,311.33,267.66,411.04,372.79,400.80,294.30,327.20,286.70,358.93,316.29,355.56,372.79,
9.279,0,0.53,0.90,0.14,0.14,0.17,37.63,0.08,13.33,2.17,37.37,77.46,-38.06,98.36,7.65,0.99,0.04,0.01,13.33,0.02,2.17,0.01,0.00,92.17,63.98,0.00,12.37,95.37,0.05,0.01,0.09,32.45,10.62,22.34,0.00,,4.31,-1.54,-3.93,72.72,76.88,313.79,258.14,412.82,362.51,404.43,286.64,328.11,277.37,362.07,304.09,357.37,362.51,
9.343,0,0.68,0.45,0.27,0.15,0.09,54.27,0.08,8.56,1.07,20.73,72.46,-49.38,98.59,7.41,1.35,0.01,0.01,6.90,0.02,1.07,0.00,0.00,97.97,83.77,0.00,11.17,95.61,0.01,0.00,0.06,30.72,8.56,14.35,0.00,,3.09,-0.75,-4.19,74.10,74.98,313.77,255.98,411.42,359.07,402.87,283.49,328.39,274.87,361.88,301.76,356.52,359.07,
9.426,0,0.53,0.17,0.42,0.13,0.06,59.93,0.07,6.12,0.62,15.07,71.37,-47.71,98.30,4.67,0.61,0.01,0.01,5.08,0.04,0.62,0.00,0.00,99.61,93.81,0.00,4.48,63.63,0.00,0.00,0.03,3.84,6.12,3.05,0.00,,11.10,-1.72,-3.97,74.76,73.60,315.52,249.58,412.48,353.11,403.46,277.57,330.29,269.52,362.72,292.03,358.26,353.11,
9.492,0,0.20,0.15,0.29,0.14,0.05,59.03,0.08,7.33,0.44,15.97,75.07,-34.07,98.63,7.33,0.64,0.00,0.01,3.89,0.10,0.44,0.00,0.00,99.72,82.59,0.00,1.56,2.74,0.00,0.00,0.01,3.45,4.56,1.22,0.00,,13.71,-0.62,-2.64,75.47,72.76,316.87,249.15,411.83,350.60,402.66,276.44,330.21,269.65,363.65,289.85,360.18,350.60,
9.625,0,0.13,0.14,0.04,0.15,0.05,36.07,0.08,9.45,2.18,38.93,77.87,-20.87,98.70,9.45,0.36,0.00,0.00,4.81,2.18,0.29,0.00,0.00,99.54,24.70,0.00,0.09,0.04,0.00,0.00,0.01,0.85,3.90,0.00,0.00,,14.14,-0.36,-3.21,75.20,72.29,317.16,247.33,411.97,348.91,402.95,274.30,330.95,267.94,364.05,287.78,359.80,348.91,
9.764,0,0.12,0.16,0.02,0.18,0.03,34.19,0.10,13.78,5.40,40.81,83.43,-21.43,98.11,13.78,0.27,0.00,0.00,0.88,5.40,0.22,0.00,0.00,99.67,9.10,0.00,0.02,0.11,0.00,0.00,0.01,0.08,2.75,0.00,0.00,,14.95,-2.25,-2.74,73.18,71.55,318.03,247.23,411.96,348.04,402.78,273.71,331.46,268.08,363.38,286.95,360.74,348.04,
9.831,0,0.12,0.16,0.02,0.17,0.04,28.98,0.09,10.66,4.34,46.02,79.23,-19.11,97.72,10.66,0.52,0.00,0.00,1.76,4.34,0.16,0.00,0.00,99.34,4.16,0.00,0.03,0.12,0.00,0.01,0.00,0.29,2.69,0.00,0.00,,11.61,-3.21,-3.73,71.96,73.53,317.11,247.42,412.07,347.84,404.02,274.13,330.69,268.71,362.42,288.93,359.07,347.84,
9.916,0,0.11,0.16,0.02,0.14,0.04,22.45,0.07,4.84,1.05,55.10,68.88,-17.28,98.13,4.84,1.27,0.00,0.00,2.12,1.05,0.14,0.00,0.00,98.38,2.23,0.00,0.02,0.13,0.01,0.01,0.00,0.01,2.29,0.00,0.00,,10.00,-2.19,-3.64,72.59,72.10,316.64,251.01,411.56,351.72,402.67,277.40,330.80,271.69,362.55,293.05,358.82,351.72,
9.983,0,0.11,0.15,0.02,0.15,0.03,20.22,0.08,4.72,0.68,59.57,66.40,-17.23,98.01,4.72,3.23,0.00,0.01,0.98,0.68,0.08,0.00,0.00,97.09,1.02,0.00,0.02,0.02,0.03,0.03,0.00,0.01,2.10,0.00,0.00,,6.21,-2.52,-3.00,71.87,72.48,316.97,251.26,412.45,352.53,403.14,277.15,330.88,271.43,362.93,294.88,360.10,352.53,
10.062,0,0.10,0.14,0.02,0.18,0.03,16.98,0.09,2.96,0.38,66.04,72.11,-16.92,97.93,2.96,8.74,0.00,0.04,0.53,0.38,0.03,0.00,0.00,96.42,0.29,0.00,0.01,0.00,0.09,0.05,0.00,0.00,1.82,0.00,0.00,,7.68,-2.71,-2.93,72.01,73.04,316.59,250.94,413.06,353.41,403.52,277.12,330.68,271.71,362.92,294.49,360.26,353.41,
10.266,0,0.10,0.13,0.02,0.19,0.03,13.71,0.09,1.67,0.14,72.57,69.61,-16.25,97.57,1.67,10.54,0.00,0.18,0.16,0.14,0.02,0.00,0.00,93.11,0.17,0.00,0.00,0.00,0.32,0.06,0.00,0.00,1.28,0.00,0.00,6.00,9.33,-3.54,-3.19,72.36,72.28,316.97,249.78,414.08,353.50,403.91,276.92,331.96,270.02,363.18,292.90,360.71,353.50,
10.332,0,0.12,0.17,0.02,0.14,0.03,15.36,0.07,1.08,0.17,69.27,55.88,-17.02,97.27,1.08,2.99,0.00,0.04,0.15,0.17,0.02,0.00,0.00,93.28,0.18,0.00,0.00,0.00,0.29,0.04,0.00,0.00,0.54,0.00,0.00,6.00,11.32,-4.13,-3.05,72.31,72.63,317.25,249.18,414.52,353.38,404.41,276.40,332.07,269.88,363.18,291.60,361.18,353.38,
